PATCH_IDX,PATCH_CMD,BaseResRef,Sex,Race,InanimateType,Plot,LowGore
3053,REPLACE,letter_3_,4,****,6,****,****
3054,REPLACE,letter_4_,4,****,6,****,****
3055,REPLACE,letter_5_,4,****,6,****,****
3056,REPLACE,letter_6_,4,****,6,****,****
3057,REPLACE,letter_7_,4,****,6,****,****
3058,REPLACE,letter_8_,4,****,6,****,****
3059,REPLACE,letter_9_,4,****,6,****,****
3060,REPLACE,letter_arr_,4,****,6,****,****
3061,REPLACE,letter_comm_,4,****,6,****,****
3062,REPLACE,letter_-_,4,****,6,****,****
3063,REPLACE,letter_per_,4,****,6,****,****
3064,REPLACE,gicolmn01_,4,****,4,****,****
3065,REPLACE,gicolmn02_,4,****,4,****,****
3066,REPLACE,stblock_,4,****,5,****,****
3067,REPLACE,lumber_01_,4,****,7,****,****
3068,REPLACE,lumber_02_,4,****,7,****,****
3069,REPLACE,lumber_03_,4,****,7,****,****
3070,REPLACE,lumber_04_,4,****,7,****,****
3071,REPLACE,lumber_05_,4,****,7,****,****
3072,REPLACE,lumber_06_,4,****,7,****,****
3073,REPLACE,lumber_07_,4,****,7,****,****
3074,REPLACE,htrough01_,4,****,7,****,****
3075,REPLACE,htrough02_,4,****,7,****,****
3076,REPLACE,htrough03_,4,****,7,****,****
3077,REPLACE,hbrush03_,4,****,7,****,****
3078,REPLACE,hrail01_,4,****,7,****,****
3079,REPLACE,hshoe04_,4,****,7,****,****
3080,REPLACE,hshoe05_,4,****,7,****,****
3081,REPLACE,trpile01_,4,****,1,****,****
3082,REPLACE,trpile02_,4,****,1,****,****
3083,REPLACE,trpile03_,4,****,1,****,****
3084,REPLACE,trpile04_,4,****,1,****,****
3085,REPLACE,trpile05_,4,****,1,****,****
3086,REPLACE,trpile06_,4,****,1,****,****
3087,REPLACE,trpile07_,4,****,1,****,****
3088,REPLACE,trpile08_,4,****,1,****,****
3089,REPLACE,trpile09_,4,****,1,****,****
3090,REPLACE,fsign01_,4,****,6,****,****
3091,REPLACE,wgolem01_,4,10,****,0,****
3092,REPLACE,dgolem01_,4,10,****,0,****
3093,REPLACE,dgolem02_,4,10,****,0,****
3094,REPLACE,kuotoa_01_,4,15,****,0,****
3095,REPLACE,kuotoa_h1_,4,15,****,0,****
3096,REPLACE,kuotoa_h2_,4,15,****,0,****
3097,REPLACE,kuotoa_s1_,4,15,****,0,****
3098,REPLACE,kuotoa_s2_,4,15,****,0,****
3099,REPLACE,leech01_,4,25,****,0,****
3100,REPLACE,dustie_,0,6,****,0,****
3101,REPLACE,dcurtain001_,4,****,4,****,****
3102,REPLACE,dcurtain002_,4,****,4,****,****
3103,REPLACE,dcurtain003_,4,****,4,****,****
3104,REPLACE,dcurtain004_,4,****,4,****,****
3105,REPLACE,dcurtain005_,4,****,4,****,****
3106,REPLACE,dcurtain006_,4,****,4,****,****
3107,REPLACE,dcurtain007_,4,****,4,****,****
3108,REPLACE,dcurtain008_,4,****,4,****,****
3109,REPLACE,dcurtain009_,4,****,4,****,****
3110,REPLACE,dcurtain010_,4,****,4,****,****
3111,REPLACE,dcurtain011_,4,****,4,****,****
3112,REPLACE,dcurtain012_,4,****,4,****,****
3113,REPLACE,dcurtain013_,4,****,4,****,****
3114,REPLACE,dcurtain014_,4,****,4,****,****
3115,REPLACE,dcurtain015_,4,****,4,****,****
3116,REPLACE,dcurtain016_,4,****,4,****,****
3117,REPLACE,dcurtain017_,4,****,4,****,****
3118,REPLACE,dcurtain018_,4,****,4,****,****
3119,REPLACE,dcurtain019_,4,****,4,****,****
3120,REPLACE,dcurtain020_,4,****,4,****,****
3121,REPLACE,dcurtain021_,4,****,4,****,****
3122,REPLACE,dcurtain022_,4,****,4,****,****
3123,REPLACE,dcurtain023_,4,****,4,****,****
3124,REPLACE,dcurtain024_,4,****,4,****,****
3125,REPLACE,dcurtain025_,4,****,4,****,****
3126,REPLACE,dcurtain026_,4,****,4,****,****
3127,REPLACE,dcurtain027_,4,****,4,****,****
3128,REPLACE,dcurtain028_,4,****,4,****,****
3129,REPLACE,dcurtain029_,4,****,4,****,****
3130,REPLACE,dcurtain030_,4,****,4,****,****
3131,REPLACE,dcurtain031_,4,****,4,****,****
3132,REPLACE,dcurtain032_,4,****,4,****,****
3133,REPLACE,dcurtain033_,4,****,4,****,****
3134,REPLACE,dcurtain034_,4,****,4,****,****
3135,REPLACE,dcurtain035_,4,****,4,****,****
3136,REPLACE,dcurtain036_,4,****,4,****,****
3137,REPLACE,dcurtain037_,4,****,4,****,****
3138,REPLACE,dcurtain038_,4,****,4,****,****
3139,REPLACE,dcurtain039_,4,****,4,****,****
3140,REPLACE,dcurtain040_,4,****,4,****,****
3141,REPLACE,dcurtain041_,4,****,4,****,****
3142,REPLACE,dcurtain042_,4,****,4,****,****
3143,REPLACE,dcurtain043_,4,****,4,****,****
3144,REPLACE,dcurtain044_,4,****,4,****,****
3145,REPLACE,dcurtain045_,4,****,4,****,****
3146,REPLACE,dcurtain046_,4,****,4,****,****
3147,REPLACE,dcurtain047_,4,****,4,****,****
3148,REPLACE,dcurtain048_,4,****,4,****,****
3149,REPLACE,dcurtain049_,4,****,4,****,****
3150,REPLACE,dcurtain050_,4,****,4,****,****
3151,REPLACE,dcurtain051_,4,****,4,****,****
3152,REPLACE,dcurtain052_,4,****,4,****,****
3153,REPLACE,dcurtain053_,4,****,4,****,****
3154,REPLACE,dcurtain054_,4,****,4,****,****
3155,REPLACE,dcurtain055_,4,****,4,****,****
3156,REPLACE,dcurtain056_,4,****,4,****,****
3157,REPLACE,dcurtain057_,4,****,4,****,****
3158,REPLACE,dcurtain058_,4,****,4,****,****
3159,REPLACE,dcurtain059_,4,****,4,****,****
3160,REPLACE,dcurtain060_,4,****,4,****,****
3161,REPLACE,dcurtain061_,4,****,4,****,****
3162,REPLACE,dcurtain062_,4,****,4,****,****
3163,REPLACE,dcurtain063_,4,****,4,****,****
3164,REPLACE,dcurtain064_,4,****,4,****,****
3165,REPLACE,dcurtain065_,4,****,4,****,****
3166,REPLACE,dcurtain066_,4,****,4,****,****
3167,REPLACE,dcurtain067_,4,****,4,****,****
3168,REPLACE,dcurtain068_,4,****,4,****,****
3169,REPLACE,dlaogre_,4,18,****,0,****
3170,REPLACE,abbasilisk_,4,19,****,0,****
3171,REPLACE,drggemam_,4,11,****,0,****
3172,REPLACE,drggemcr_,4,11,****,0,****
3173,REPLACE,drggemem_,4,11,****,0,****
3174,REPLACE,drggemob_,4,11,****,0,****
3175,REPLACE,drggemrb_,4,11,****,0,****
3176,REPLACE,drggemsp_,4,11,****,0,****
3177,REPLACE,drggemtp_,4,11,****,0,****
3178,REPLACE,howinm_,4,14,****,0,****
3179,REPLACE,sparky_,4,14,****,0,****
3180,REPLACE,redmoon_,4,14,****,0,****
3181,REPLACE,raven_,4,14,****,0,****
3182,REPLACE,ginger_,4,14,****,0,****
3183,REPLACE,fginger_,4,14,****,0,****
3184,REPLACE,fgnollene_,4,14,****,0,****
3185,REPLACE,fsilverm_,4,14,****,0,****
3186,REPLACE,kylie_,4,14,****,0,****
3187,REPLACE,msilver_,4,14,****,0,****
3188,REPLACE,vishtani_,4,14,****,0,****
3189,REPLACE,jackal_,4,24,****,0,****
3190,REPLACE,reaver_,4,24,****,0,****
3191,REPLACE,glamis_,0,20,****,0,****
3192,REPLACE,GntHillWar_,4,18,****,0,****
3193,REPLACE,GntHillChf_,4,18,****,0,****
3194,REPLACE,GntMountWar_,4,18,****,0,****
3195,REPLACE,GntMountClr_,4,18,****,0,****
3196,REPLACE,GntMountSor_,4,18,****,0,****
3197,REPLACE,GntMountAdp_,4,18,****,0,****
3198,REPLACE,GntStoneWar_,4,18,****,0,****
3199,REPLACE,GntStoneEld_,4,18,****,0,****
3200,REPLACE,GntStoneSor_,4,18,****,0,****
3201,REPLACE,GntFireWar_,4,18,****,0,****
3202,REPLACE,GntFireAdp_,4,18,****,0,****
3203,REPLACE,GntFireClr_,4,18,****,0,****
3204,REPLACE,GntFireSor_,4,18,****,0,****
3205,REPLACE,GntFireKng_,4,18,****,0,****
3206,REPLACE,GntFrostWar_,4,18,****,0,****
3207,REPLACE,GntFrostAdp_,4,18,****,0,****
3208,REPLACE,GntFrostClr_,4,18,****,0,****
3209,REPLACE,GntFrostSor_,4,18,****,0,****
3210,REPLACE,GntFrostJrl_,4,18,****,0,****
3211,REPLACE,djinni01_,4,16,****,0,****
3212,REPLACE,jann01_,4,16,****,0,****
3213,REPLACE,zflerinyes_,1,20,****,0,****
3214,REPLACE,ice01_,4,16,****,0,****
3215,REPLACE,phod_disirn_,4,19,****,0,****
3216,REPLACE,phod_disirq_,4,19,****,0,****
3217,REPLACE,phod_disirt_,4,19,****,0,****
3218,REPLACE,phod_stahnk_,4,24,****,0,****
3219,REPLACE,phod_edrake_,4,19,****,0,****
3220,REPLACE,banner20_,4,****,6,****,****
3221,REPLACE,banner21_,4,****,6,****,****
3222,REPLACE,banner22_,4,****,6,****,****
3223,REPLACE,banner23_,4,****,6,****,****
3224,REPLACE,banner24_,4,****,6,****,****
3225,REPLACE,banner25_,4,****,6,****,****
3226,REPLACE,banner26_,4,****,6,****,****
3227,REPLACE,banner27_,4,****,6,****,****
3228,REPLACE,banner28_,4,****,6,****,****
3229,REPLACE,banner29_,4,****,6,****,****
3230,REPLACE,banner30_,4,****,6,****,****
3231,REPLACE,banner31_,4,****,6,****,****
3232,REPLACE,banner32_,4,****,6,****,****
3233,REPLACE,banner33_,4,****,6,****,****
3234,REPLACE,banner34_,4,****,6,****,****
3235,REPLACE,banner35_,4,****,6,****,****
3236,REPLACE,banner36_,4,****,6,****,****
3237,REPLACE,banner37_,4,****,6,****,****
3238,REPLACE,banner38_,4,****,6,****,****
3239,REPLACE,banner39_,4,****,6,****,****
3240,REPLACE,banner40_,4,****,6,****,****
3241,REPLACE,banner41_,4,****,6,****,****
3242,REPLACE,banner42_,4,****,6,****,****
3243,REPLACE,banner43_,4,****,6,****,****
3244,REPLACE,banner44_,4,****,6,****,****
3245,REPLACE,banner45_,4,****,6,****,****
3246,REPLACE,banner46_,4,****,6,****,****
3247,REPLACE,banner47_,4,****,6,****,****
3248,REPLACE,banner48_,4,****,6,****,****
3249,REPLACE,banner49_,4,****,6,****,****
3250,REPLACE,banner50_,4,****,6,****,****
3251,REPLACE,banner51_,4,****,6,****,****
3252,REPLACE,banner52_,4,****,6,****,****
3253,REPLACE,banner53_,4,****,6,****,****
3254,REPLACE,banner54_,4,****,6,****,****
3255,REPLACE,banner55_,4,****,6,****,****
3256,REPLACE,banner56_,4,****,6,****,****
3257,REPLACE,banner57_,4,****,6,****,****
3258,REPLACE,banner58_,4,****,6,****,****
3259,REPLACE,banner59_,4,****,6,****,****
3260,REPLACE,banner60_,4,****,6,****,****
3261,REPLACE,banner61_,4,****,6,****,****
3262,REPLACE,banner62_,4,****,6,****,****
3263,REPLACE,banner63_,4,****,6,****,****
3264,REPLACE,banner64_,4,****,6,****,****
3265,REPLACE,banner65_,4,****,6,****,****
3266,REPLACE,banner66_,4,****,6,****,****
3267,REPLACE,banner67_,4,****,6,****,****
3268,REPLACE,banner68_,4,****,6,****,****
3269,REPLACE,banner69_,4,****,6,****,****
3270,REPLACE,banner70_,4,****,6,****,****
3271,REPLACE,banner71_,4,****,6,****,****
3272,REPLACE,banner72_,4,****,6,****,****
3273,REPLACE,banner73_,4,****,6,****,****
3274,REPLACE,banner74_,4,****,6,****,****
3275,REPLACE,banner75_,4,****,6,****,****
3276,REPLACE,zzebra_,4,8,****,0,****
3277,REPLACE,zwagon_2_,4,8,****,0,****
3278,REPLACE,zwagon_4_,4,8,****,0,****
3279,REPLACE,zquagaa_,4,8,****,0,****
3280,REPLACE,zpntpony_,4,8,****,0,****
3281,REPLACE,zpkhrse_,4,8,****,0,****
3282,REPLACE,zpckpony_,4,8,****,0,****
3283,REPLACE,zmule_,4,8,****,0,****
3284,REPLACE,zhrse_01_,4,8,****,0,****
3285,REPLACE,zhrse_02_,4,8,****,0,****
3286,REPLACE,zhrse_03_,4,8,****,0,****
3287,REPLACE,zhrse_04_,4,8,****,0,****
3288,REPLACE,zhrse_05_,4,8,****,0,****
3289,REPLACE,zhrse_06_,4,8,****,0,****
3290,REPLACE,zhrse_07_,4,8,****,0,****
3291,REPLACE,zfwhite_,4,8,****,0,****
3292,REPLACE,zfawn_,4,8,****,0,****
3293,REPLACE,zdwhite_,4,8,****,0,****
3294,REPLACE,zdonkey_,4,8,****,0,****
3295,REPLACE,zdoe_,4,8,****,0,****
3296,REPLACE,zabishai_b_,4,20,****,0,****
3297,REPLACE,zabishai_bu_,4,20,****,0,****
3298,REPLACE,zabishai_g_,4,20,****,0,****
3299,REPLACE,zabishai_r_,4,20,****,0,****
3300,REPLACE,zabishai_w_,4,20,****,0,****
3301,REPLACE,Phyrex_,4,15,****,0,****
3302,REPLACE,yt_abom_,0,15,****,0,****
3303,REPLACE,dao02_,4,16,****,0,****
3304,REPLACE,zdrklord_,4,24,****,0,****
3305,REPLACE,zfldrag_b_,4,11,****,0,****
3306,REPLACE,zfldrag_br_,4,11,****,0,****
3307,REPLACE,zfldrag_bu_,4,11,****,0,****
3308,REPLACE,zfldrag_c_,4,11,****,0,****
3309,REPLACE,zfldrag_g1_,4,11,****,0,****
3310,REPLACE,zfldrag_g_,4,11,****,0,****
3311,REPLACE,zfldrag_go_,4,11,****,0,****
3312,REPLACE,zfldrag_r_,4,11,****,0,****
3313,REPLACE,zfldrag_s_,4,11,****,0,****
3314,REPLACE,zfldrag_w_,4,11,****,0,****
3315,REPLACE,zflkbld_01_,4,15,****,0,****
3316,REPLACE,zflkbld_02_,4,15,****,0,****
3317,REPLACE,zflkbld_03_,4,15,****,0,****
3318,REPLACE,zflkbld_04_,4,15,****,0,****
3319,REPLACE,zflkbld_05_,4,15,****,0,****
3320,REPLACE,zflkbld_06_,4,15,****,0,****
3321,REPLACE,zflsucc_,4,20,****,0,****
3322,REPLACE,zflvampf_,4,24,****,0,****
3323,REPLACE,zflvampm_,4,24,****,0,****
3324,REPLACE,zminion01_,4,20,****,0,****
3325,REPLACE,zminion02_,4,20,****,0,****
3326,REPLACE,zminion03_,4,20,****,0,****
3327,REPLACE,zminion04_,4,20,****,0,****
3328,REPLACE,zminion05_,4,20,****,0,****
3329,REPLACE,zminion06_,4,20,****,0,****
3330,REPLACE,zshgrd01_,4,10,****,0,****
3331,REPLACE,zshgrd02_,4,10,****,0,****
3332,REPLACE,zshgrd03_,4,10,****,0,****
3333,REPLACE,zshgrd04_,4,10,****,0,****
3334,REPLACE,zshgrd05_,4,10,****,0,****
3335,REPLACE,zshgrd06_,4,10,****,0,****
3336,REPLACE,zshgrd07_,4,10,****,0,****
3337,REPLACE,zshgrd08_,4,10,****,0,****
3338,REPLACE,zshgrd09_,4,10,****,0,****
3339,REPLACE,zshgrd10_,4,10,****,0,****
3340,REPLACE,zshgrd11_,4,10,****,0,****
3341,REPLACE,zshgrd12_,4,10,****,0,****
3342,REPLACE,yeti1_,4,18,****,0,****
3343,REPLACE,yeti2_,4,18,****,0,****
3344,REPLACE,yeti3_,4,18,****,0,****
3345,REPLACE,werjag_,4,23,****,0,****
3346,REPLACE,tanarukk_,4,15,****,0,****
3347,REPLACE,phod_rasc_,4,8,****,0,****
3348,REPLACE,phod_zhack_,4,19,****,0,****
3349,REPLACE,phod_kalin_,4,25,****,0,****
3350,REPLACE,dmvrock2_,4,20,****,0,****
3351,REPLACE,edrei_,0,1,****,0,****
3352,REPLACE,kathnee_,1,1,****,0,****
3353,REPLACE,dcamel_,4,8,****,0,****
3354,REPLACE,phod_dray1_,4,15,****,0,****
3355,REPLACE,llama_,4,8,****,0,****
3356,REPLACE,dea_ele_,4,16,****,0,****
3357,REPLACE,flo_ele_,4,16,****,0,****
3358,REPLACE,mag_ele_,4,16,****,0,****
3359,REPLACE,ice_ele_,4,16,****,0,****
3360,REPLACE,sha_lord_,4,20,****,1,****
3361,REPLACE,catoblep_,4,25,****,0,****
3362,REPLACE,Ankheg_,4,25,****,0,****
3363,REPLACE,c_LizardF_,4,25,****,0,****
3364,REPLACE,c_Lizard4_,4,25,****,0,****
3365,REPLACE,Ccarrion_,4,25,****,0,****
3366,REPLACE,crocgator_,4,8,****,0,****
3367,REPLACE,diatryma_,4,8,****,0,****
3368,REPLACE,elephant_,4,8,****,0,****
3369,REPLACE,giraffe_,4,8,****,0,****
3370,REPLACE,Frog_Giant_,4,8,****,0,****
3371,REPLACE,displacer_,4,19,****,0,****
3372,REPLACE,Shrieker2_,4,25,****,0,****
3373,REPLACE,Shrieker_,4,25,****,0,****
3374,REPLACE,hippo_,4,8,****,0,****
3375,REPLACE,woollyrhino_,4,8,****,0,****
3376,REPLACE,mammoth_,4,8,****,0,****
3377,REPLACE,rhino_,4,8,****,0,****
3378,REPLACE,shambler_,4,25,****,0,****
3379,REPLACE,WWeird_,4,25,****,0,****
3380,REPLACE,Purple_Worm_,4,25,****,0,****
3381,REPLACE,Tiamat_,4,11,****,0,****
3382,REPLACE,Ice_Toad_,4,8,****,0,****
3383,REPLACE,Yeenoghu_,4,20,****,0,****
3384,REPLACE,Orcus_1_,4,20,****,0,****
3385,REPLACE,Demogorg_,4,20,****,0,****
3386,REPLACE,Asmodeus_,4,20,****,0,****
3387,REPLACE,leucrott_,4,25,****,0,****
3388,REPLACE,naga_,4,25,****,0,****
3389,REPLACE,Allosaurus_,4,8,****,0,****
3390,REPLACE,Plesiosaur_,4,8,****,0,****
3391,REPLACE,banshee_,1,24,****,0,****
3392,REPLACE,ixit_,4,20,****,0,****
3393,REPLACE,roper_,4,20,****,0,****
3394,REPLACE,remorhaz_,4,20,****,0,****
3395,REPLACE,mold_b_,4,25,****,0,****
3396,REPLACE,mold_y_,4,25,****,0,****
3397,REPLACE,otyugh_,4,25,****,0,****
3398,REPLACE,slug_,4,25,****,0,****
3399,REPLACE,eyeo_,4,25,****,0,****
3400,REPLACE,pmow_,4,25,****,0,****
3401,REPLACE,den_,4,25,****,0,****
3402,REPLACE,squid_,4,25,****,0,****
3403,REPLACE,dragonne_,4,19,****,0,****
3404,REPLACE,gar_,4,25,****,0,****
3405,REPLACE,pike_,4,25,****,0,****
3406,REPLACE,turtle_,4,25,****,0,****
3407,REPLACE,eel_,4,25,****,0,****
3408,REPLACE,lep_,4,17,****,0,****
3409,REPLACE,lepf_,1,25,****,0,****
3410,REPLACE,juiblex_,4,20,****,0,****
3411,REPLACE,displacer1_,4,19,****,0,****
3412,REPLACE,trapper_,4,19,****,0,****
3413,REPLACE,dgscrag_,4,18,****,0,****
3414,REPLACE,dgyeti_,4,18,****,0,****
3415,REPLACE,boat3_,4,8,****,0,****
3416,REPLACE,beaver_,4,8,****,0,****
3417,REPLACE,couatl_,4,19,****,0,****
3418,REPLACE,duck_,4,8,****,0,****
3419,REPLACE,hipcamp_,4,8,****,0,****
3420,REPLACE,turk_,4,8,****,0,****
3421,REPLACE,hydra_,4,19,****,0,****
3422,REPLACE,pega_,4,19,****,0,****
3423,REPLACE,pert_,4,19,****,0,****
3424,REPLACE,grell_,4,7,****,0,****
3425,REPLACE,ixitc_,4,7,****,0,****
3426,REPLACE,kreen_,4,13,****,0,****
3427,REPLACE,toadfr_,4,19,****,0,****
3428,REPLACE,unic_,4,19,****,0,****
3429,REPLACE,emu_,4,8,****,0,****
3430,REPLACE,goose_,4,8,****,0,****
3431,REPLACE,heron_,4,8,****,0,****
3432,REPLACE,ostra_,4,8,****,0,****
3433,REPLACE,peli_,4,8,****,0,****
3434,REPLACE,otter_,4,8,****,0,****
3435,REPLACE,tucan_,4,8,****,0,****
3436,REPLACE,dolf_,4,8,****,0,****
3437,REPLACE,gorila_,4,8,****,0,****
3438,REPLACE,purpworm_,4,20,****,0,****
3439,REPLACE,dinobrac_,4,8,****,0,****
3440,REPLACE,dinopalio_,4,8,****,0,****
3441,REPLACE,dinosteg_,4,8,****,0,****
3442,REPLACE,dinotri_,4,8,****,0,****
3443,REPLACE,balu_,4,8,****,0,****
3444,REPLACE,centrm_,4,13,****,0,****
3445,REPLACE,centrc_,4,13,****,0,****
3446,REPLACE,centf_,4,13,****,0,****
3447,REPLACE,chimp_,4,8,****,0,****
3448,REPLACE,demon4_,4,20,****,0,****
3449,REPLACE,demon2_,4,20,****,0,****
3450,REPLACE,hiprider_,4,13,****,0,****
3451,REPLACE,seasnake_,4,13,****,0,****
3452,REPLACE,zigya1_,4,20,****,0,****
3453,REPLACE,zigya2_,4,20,****,0,****
3454,REPLACE,occp_,4,20,****,0,****
3455,REPLACE,2snake_,4,19,****,0,****
3456,REPLACE,behir_,4,20,****,0,****
3457,REPLACE,grub_,4,19,****,0,****
3458,REPLACE,lemur_,4,20,****,0,****
3459,REPLACE,pircer_,4,19,****,0,****
3460,REPLACE,seaweed_,4,19,****,0,****
3461,REPLACE,giff_,4,14,****,0,****
3462,REPLACE,neogi_,4,7,****,0,****
3463,REPLACE,secundus_,1,20,****,0,****
3464,REPLACE,primus_,1,20,****,0,****
3465,REPLACE,parai_,4,20,****,0,****
3466,REPLACE,Chasme_,4,20,****,0,****
3467,REPLACE,marut_,1,10,****,0,****
3468,REPLACE,grue_fire_,4,16,****,0,****
3469,REPLACE,horse1o2_,4,8,****,0,****
3470,REPLACE,horse1o1_,4,8,****,0,****
3471,REPLACE,whitehorse_,4,8,****,0,****
3472,REPLACE,bayhrse_,4,8,****,0,****
3473,REPLACE,noriker_,4,8,****,0,****
3474,REPLACE,ponywht_,4,8,****,0,****
3475,REPLACE,ponybrn_,4,8,****,0,****
3476,REPLACE,blkhorse_,4,8,****,0,****
3477,REPLACE,TrollocWolf_,4,13,****,0,****
3478,REPLACE,TrollocLion_,4,13,****,0,****
3479,REPLACE,TrollocBear_,4,13,****,0,****
3480,REPLACE,sheepwht_,4,8,****,0,****
3481,REPLACE,Fox1_,4,8,****,0,****
3482,REPLACE,Rdeer_,4,8,****,0,****
3483,REPLACE,Moose_,4,8,****,0,****
3484,REPLACE,Lynx_,4,8,****,0,****
3485,REPLACE,carnape_,4,8,****,0,****
3486,REPLACE,DrgRust_,4,11,****,0,****
3487,REPLACE,grue_air_,4,16,****,0,****
3488,REPLACE,c_aboleth_,4,7,****,0,****
3489,REPLACE,bsorcchiefb_,4,14,****,0,****
3490,REPLACE,bsorcwiza_,4,14,****,0,****
3491,REPLACE,bsorcwizb_,4,14,****,0,****
3492,REPLACE,bsorcb_,4,14,****,0,****
3493,REPLACE,bsorcchiefa_,4,14,****,0,****
3494,REPLACE,bsorca_,4,14,****,0,****
3495,REPLACE,BaelDemon_,4,20,****,0,****
3496,REPLACE,cat_mpanth_,4,23,****,0,****
3497,REPLACE,ayala_,1,20,****,1,****
3498,REPLACE,notyugh_,4,25,****,0,****
3499,REPLACE,gldhdragon_,0,11,****,0,****
3671,REPLACE,plc_wagon_,4,****,3,****,****
3672,REPLACE,plc_rack_,4,****,2,****,****
3673,REPLACE,plc_patchd_,4,****,5,****,****
3674,REPLACE,plc_patchg_,4,****,5,****,****
3675,REPLACE,plc_bottb_,4,****,4,****,****
3676,REPLACE,plc_bottbr_,4,****,4,****,****
3677,REPLACE,plc_bottcl_,4,****,4,****,****
3678,REPLACE,plc_bottgr_,4,****,4,****,****
3679,REPLACE,plc_bottmt_,4,****,4,****,****
3680,REPLACE,plc_bowlp_,4,****,4,****,****
3681,REPLACE,plc_bowlst_,4,****,4,****,****
3682,REPLACE,plc_cheesew_,4,****,4,****,****
3683,REPLACE,plc_gobgf_,4,****,4,****,****
3684,REPLACE,plc_gobgmt_,4,****,4,****,****
3685,REPLACE,plc_gobjf_,4,****,4,****,****
3686,REPLACE,plc_gobjmt_,4,****,4,****,****
3687,REPLACE,plc_gobsf_,4,****,4,****,****
3688,REPLACE,plc_gobsmt_,4,****,4,****,****
3689,REPLACE,plc_gobwf_,4,****,4,****,****
3690,REPLACE,plc_gobwmt_,4,****,4,****,****
3691,REPLACE,plc_mugbf_,4,****,4,****,****
3692,REPLACE,plc_mugbmt_,4,****,4,****,****
3693,REPLACE,plc_muggf_,4,****,4,****,****
3694,REPLACE,plc_muggmt_,4,****,4,****,****
3695,REPLACE,plc_platest_,4,****,4,****,****
3696,REPLACE,plc_platesw_,4,****,4,****,****
3697,REPLACE,plc_tankbf_,4,****,4,****,****
3698,REPLACE,plc_tankbmt_,4,****,4,****,****
3699,REPLACE,plc_tankpf_,4,****,4,****,****
3700,REPLACE,plc_tankpmt_,4,****,4,****,****
3701,REPLACE,plc_tankwf_,4,****,4,****,****
3702,REPLACE,plc_tankwmt_,4,****,4,****,****
3703,REPLACE,plc_barelbr_,4,****,4,****,****
3704,REPLACE,plc_bedpost_,4,****,4,****,****
3705,REPLACE,plc_bushlg_,4,****,5,****,****
3706,REPLACE,plc_bushmed_,4,****,5,****,****
3707,REPLACE,plc_bushsm_,4,****,5,****,****
3708,REPLACE,plc_cratebr_,4,****,4,****,****
3709,REPLACE,plc_flwrdsy_,4,****,5,****,****
3710,REPLACE,plc_flwrpur_,4,****,5,****,****
3711,REPLACE,plc_flwrred_,4,****,5,****,****
3712,REPLACE,plc_flwrylw_,4,****,5,****,****
3713,REPLACE,plc_hdjag_,4,****,4,****,****
3714,REPLACE,plc_hdox_,4,****,4,****,****
3715,REPLACE,plc_oubliet_,4,****,4,****,****
3716,REPLACE,plc_postmt_,4,****,3,****,****
3717,REPLACE,plc_postwd_,4,****,3,****,****
3718,REPLACE,plc_rope_,4,****,3,****,****
3719,REPLACE,plc_ropecrl_,4,****,3,****,****
3720,REPLACE,plc_ropefry_,4,****,3,****,****
3721,REPLACE,plc_ropepmt_,4,****,3,****,****
3722,REPLACE,plc_ropepwd_,4,****,3,****,****
3723,REPLACE,plc_tblrndf_,4,****,4,****,****
3724,REPLACE,plc_tblrndp_,4,****,4,****,****
3725,REPLACE,plc_tblrnds_,4,****,4,****,****
3726,REPLACE,plc_benchb1_,4,****,4,****,****
3727,REPLACE,plc_fiscr03_,4,****,3,****,****
3728,REPLACE,plc_fiscv05_,4,****,3,****,****
3729,REPLACE,plc_fisfr04_,4,****,3,****,****
3730,REPLACE,plc_fisic01_,4,****,3,****,****
3731,REPLACE,plc_fisic02_,4,****,3,****,****
3732,REPLACE,plc_fisrc07_,4,****,3,****,****
3733,REPLACE,plc_fisrh09_,4,****,3,****,****
3734,REPLACE,plc_fisri06_,4,****,3,****,****
3735,REPLACE,plc_fisri11_,4,****,3,****,****
3736,REPLACE,plc_fisrk08_,4,****,3,****,****
3737,REPLACE,plc_fistc12_,4,****,3,****,****
3738,REPLACE,plc_fistc16_,4,****,3,****,****
3739,REPLACE,plc_fistc17_,4,****,3,****,****
3740,REPLACE,plc_fistc18_,4,****,3,****,****
3741,REPLACE,plc_fisth15_,4,****,3,****,****
3742,REPLACE,plc_fistg14_,4,****,3,****,****
3743,REPLACE,plc_fistw13_,4,****,3,****,****
3744,REPLACE,plc_fisud10_,4,****,3,****,****
3745,REPLACE,plc_claypot_,4,****,3,****,****
3746,REPLACE,plc_grdgrn_,4,****,3,****,****
3747,REPLACE,plc_grdpurp_,4,****,3,****,****
3748,REPLACE,plc_grdyelw_,4,****,3,****,****
3749,REPLACE,plc_liznest_,4,****,4,****,****
3750,REPLACE,plc_wikchst_,4,****,4,****,****
3751,REPLACE,plc_dkpaint_,4,****,4,****,****
3752,REPLACE,plc_stnblok_,4,****,0,****,****
3753,REPLACE,plc_fish1_,4,****,5,****,****
3754,REPLACE,plc_fish2_,4,****,5,****,****
3755,REPLACE,plc_fishbon_,4,****,5,****,****
3756,REPLACE,plc_dstat_,4,****,5,****,****
3757,REPLACE,plc_dmirror_,4,****,5,****,****
3758,REPLACE,plc_dschest_,4,****,4,****,****
