PATCH_IDX,PATCH_CMD,Label,StrRef,ModelName,LightColor,LightOffsetX,LightOffsetY,LightOffsetZ,SoundAppType,ShadowSize,BodyBag,LowGore,Reflection,Static
9861,REPLACE,"Railroad: Track 1 (FKY)*",****,zlc_fky_h79,****,****,****,****,****,1,0,****,****,1
9862,REPLACE,"Railroad: Track 2 (FKY)*",****,zlc_fky_h80,****,****,****,****,****,1,0,****,****,1
9863,REPLACE,"Railroad: Track 3 (FKY)*",****,zlc_fky_h81,****,****,****,****,****,1,0,****,****,1
9864,REPLACE,"Railroad: Track 4 (FKY)*",****,zlc_fky_h82,****,****,****,****,****,1,0,****,****,1
9865,REPLACE,"Railroad: Track 5 (FKY)*",****,zlc_fky_h83,****,****,****,****,****,1,0,****,****,1
9866,REPLACE,"Railroad: Track 6 (FKY)*",****,zlc_fky_h84,****,****,****,****,****,1,0,****,****,1
9867,REPLACE,"Rope: Hanging Double (FKY)*",****,zlc_fky_h85,****,****,****,****,23,1,0,****,****,1
9868,REPLACE,"Rope: Hanging Single (FKY)*",****,zlc_fky_h86,****,****,****,****,23,1,0,****,****,1
9869,REPLACE,"Rope: Hanging Curved (FKY)*",****,zlc_fky_h87,****,****,****,****,23,1,0,****,****,1
9870,REPLACE,"Craft: Scaffold 3 (FKY)*",****,zlc_fky_h88,****,****,****,****,18,1,0,****,****,1
9871,REPLACE,"Craft: Scaffold, Pit (FKY)*",****,zlc_fky_h89,****,****,****,****,18,1,0,****,****,1
9872,REPLACE,"Spike 37 (FKY)*",****,zlc_fky_h90,****,****,****,****,1,1,0,****,****,1
9873,REPLACE,"Spike 38 (FKY)*",****,zlc_fky_h91,****,****,****,****,1,1,0,****,****,1
9874,REPLACE,"Spike 39 (FKY)*",****,zlc_fky_h92,****,****,****,****,1,1,0,****,****,1
9875,REPLACE,"Spike 40 (FKY)*",****,zlc_fky_h93,****,****,****,****,1,1,0,****,****,1
9876,REPLACE,"Wood: Beam (FKY)*",****,zlc_fky_h94,****,****,****,****,18,1,0,****,****,1
9877,REPLACE,"Wood: Plank 01 (FKY)*",****,zlc_fky_h95,****,****,****,****,18,1,0,****,****,1
9878,REPLACE,"Splotch: Dried Mud 1 (FKY)*",****,zlc_fky_h96,****,****,****,****,****,1,0,****,****,1
9879,REPLACE,"Splotch: Dried Mud 2 (FKY)*",****,zlc_fky_h97,****,****,****,****,****,1,0,****,****,1
9880,REPLACE,"Splotch: Organic Wax Patch 1 (FKY)*",****,zlc_fky_h98,****,****,****,****,****,1,0,****,****,1
9881,REPLACE,"Splotch: Organic Wax Patch 2 (FKY)*",****,zlc_fky_h99,****,****,****,****,****,1,0,****,****,1
9882,REPLACE,"Crystal: Cave, Rock, Small 01 (FKY)*",****,zlc_fky_i01,****,****,****,****,26,1,0,****,default,2
9883,REPLACE,"Crystal: Cave, Rock, Small 02 (FKY)*",****,zlc_fky_i02,****,****,****,****,26,1,0,****,default,2
9884,REPLACE,"Crystal: Cave, Rock, Small 03 (FKY)*",****,zlc_fky_i03,****,****,****,****,26,1,0,****,default,2
9885,REPLACE,"Crystal: Cave, Rock, Small 04 (FKY)*",****,zlc_fky_i04,****,****,****,****,26,1,0,****,default,2
9886,REPLACE,"Crystal: Cave, Rock, Small 05 (FKY)*",****,zlc_fky_i05,****,****,****,****,26,1,0,****,default,2
9887,REPLACE,"Crystal: Cave, Rock, Small 06 (FKY)*",****,zlc_fky_i06,****,****,****,****,26,1,0,****,default,2
9888,REPLACE,"Crystal: Cave, Rock, Small 07 (FKY)*",****,zlc_fky_i07,****,****,****,****,26,1,0,****,default,2
9889,REPLACE,"Crystal: Cave, Rock, Small 08 (FKY)*",****,zlc_fky_i08,****,****,****,****,26,1,0,****,default,2
9890,REPLACE,"Crystal: Cave, Rock, Small 09 (FKY)*",****,zlc_fky_i09,****,****,****,****,26,1,0,****,default,2
9891,REPLACE,"Crystal: Cave, Rock, Small 10 (FKY)*",****,zlc_fky_i10,****,****,****,****,26,1,0,****,default,2
9892,REPLACE,"Crystal: Cave, Rock, Small 11 (FKY)*",****,zlc_fky_i11,****,****,****,****,26,1,0,****,default,2
9893,REPLACE,"Crystal: Cave, Rock, Small 12 (FKY)*",****,zlc_fky_i12,****,****,****,****,26,1,0,****,default,2
9894,REPLACE,"Crystal: Cave, Rock, Small 13 (FKY)*",****,zlc_fky_i13,****,****,****,****,26,1,0,****,default,2
9895,REPLACE,"Crystal: Cave, Rock, Small 14 (FKY)*",****,zlc_fky_i14,****,****,****,****,26,1,0,****,default,2
9896,REPLACE,"Crystal: Cave, Rock, Small 15 (FKY)*",****,zlc_fky_i15,****,****,****,****,26,1,0,****,default,2
9897,REPLACE,"Crystal: Cave, Rock, Small 16 (FKY)*",****,zlc_fky_i16,****,****,****,****,26,1,0,****,default,2
9898,REPLACE,"Crystal: Cave, Rock, Small 17 (FKY)*",****,zlc_fky_i17,****,****,****,****,26,1,0,****,default,2
9899,REPLACE,"Crystal: Cave, Rock, Small 18 (FKY)*",****,zlc_fky_i18,****,****,****,****,26,1,0,****,default,2
9900,REPLACE,"Crystal: Cave, Rock, Small 19 (FKY)*",****,zlc_fky_i19,****,****,****,****,26,1,0,****,default,2
9901,REPLACE,"Crate 42 (FKY)*",****,zlc_fky_i20,****,****,****,****,12,1,0,****,****,1
9902,REPLACE,"Stone: Cave, Rock, Stalactite 01 (FKY)*",****,zlc_fky_i21,****,****,****,****,20,1,0,****,****,1
9903,REPLACE,"Stone: Cave, Rock, Stalactite 02 (FKY)*",****,zlc_fky_i22,****,****,****,****,20,1,0,****,****,1
9904,REPLACE,"Stone: Cave, Rock, Stalactite 03 (FKY)*",****,zlc_fky_i23,****,****,****,****,20,1,0,****,****,1
9905,REPLACE,"Stone: Cave, Rock, Stalactite 04 (FKY)*",****,zlc_fky_i24,****,****,****,****,20,1,0,****,****,1
9906,REPLACE,"Stone: Cave, Rock, Stalactite 05 (FKY)*",****,zlc_fky_i25,****,****,****,****,20,1,0,****,****,1
9907,REPLACE,"Stone: Cave, Rock, Stalactite 06 (FKY)*",****,zlc_fky_i26,****,****,****,****,20,1,0,****,****,1
9908,REPLACE,"Stone: Cave, Rock, Stalactite 07 (FKY)*",****,zlc_fky_i27,****,****,****,****,20,1,0,****,****,1
9909,REPLACE,"Stone: Cave, Rock, Stalactite 08 (FKY)*",****,zlc_fky_i28,****,****,****,****,20,1,0,****,****,1
9910,REPLACE,"Stone: Cave, Rock, Stalactite 09 (FKY)*",****,zlc_fky_i29,****,****,****,****,20,1,0,****,****,1
9911,REPLACE,"Stone: Cave, Rock, Stalactite 10 (FKY)*",****,zlc_fky_i30,****,****,****,****,20,1,0,****,****,1
9912,REPLACE,"Stone: Cave, Rock, Stalactite 11 (FKY)*",****,zlc_fky_i31,****,****,****,****,20,1,0,****,****,1
9913,REPLACE,"Stone: Cave, Rock, Stalactite 12 (FKY)*",****,zlc_fky_i32,****,****,****,****,20,1,0,****,****,1
9914,REPLACE,"Pillar: Cave, Rock, Column 1 (FKY)*",****,zlc_fky_i33,****,****,****,****,20,1,0,****,****,1
9915,REPLACE,"Pillar: Cave, Rock, Column 2 (FKY)*",****,zlc_fky_i34,****,****,****,****,20,1,0,****,****,1
9916,REPLACE,"Crystal: Cave, Rock, Large 1 (FKY)*",****,zlc_fky_i35,****,****,****,****,26,1,0,****,default,2
9917,REPLACE,"Crystal: Cave, Rock, Large 2 (FKY)*",****,zlc_fky_i36,****,****,****,****,26,1,0,****,default,2
9918,REPLACE,"Crystal: Cave, Rock, Large 3 (FKY)*",****,zlc_fky_i37,****,****,****,****,26,1,0,****,default,2
9919,REPLACE,"Crystal: Cave, Rock, Large 4 (FKY)*",****,zlc_fky_i38,****,****,****,****,26,1,0,****,default,2
9920,REPLACE,"Crystal: Cave, Organic, Large 4 (FKY)*",****,zlc_fky_i39,****,****,****,****,26,1,0,****,default,2
9921,REPLACE,"Crystal: Cave, Desert, Large 4 (FKY)*",****,zlc_fky_i40,****,****,****,****,26,1,0,****,default,2
9922,REPLACE,"Stone: Cave, Rock, Stalagmite 01 (FKY)*",****,zlc_fky_i41,****,****,****,****,20,1,0,****,****,1
9923,REPLACE,"Stone: Cave, Rock, Stalagmite 02 (FKY)*",****,zlc_fky_i42,****,****,****,****,20,1,0,****,****,1
9924,REPLACE,"Stone: Cave, Rock, Stalagmite 03 (FKY)*",****,zlc_fky_i43,****,****,****,****,20,1,0,****,****,1
9925,REPLACE,"Stone: Cave, Rock, Stalagmite 04 (FKY)*",****,zlc_fky_i44,****,****,****,****,20,1,0,****,****,1
9926,REPLACE,"Stone: Cave, Rock, Stalagmite 05 (FKY)*",****,zlc_fky_i45,****,****,****,****,20,1,0,****,****,1
9927,REPLACE,"Stone: Cave, Rock, Stalagmite 06 (FKY)*",****,zlc_fky_i46,****,****,****,****,20,1,0,****,****,1
9928,REPLACE,"Stone: Cave, Rock, Stalagmite 07 (FKY)*",****,zlc_fky_i47,****,****,****,****,20,1,0,****,****,1
9929,REPLACE,"Stone: Cave, Rock, Stalagmite 08 (FKY)*",****,zlc_fky_i48,****,****,****,****,20,1,0,****,****,1
9930,REPLACE,"Stone: Cave, Rock, Stalagmite 09 (FKY)*",****,zlc_fky_i49,****,****,****,****,20,1,0,****,****,1
9931,REPLACE,"Stone: Cave, Rock, Stalagmite 10 (FKY)*",****,zlc_fky_i50,****,****,****,****,20,1,0,****,****,1
9932,REPLACE,"Stone: Cave, Rock, Stalagmite 11 (FKY)*",****,zlc_fky_i51,****,****,****,****,20,1,0,****,****,1
9933,REPLACE,"Stone: Cave, Rock, Stalagmite 12 (FKY)*",****,zlc_fky_i52,****,****,****,****,20,1,0,****,****,1
9934,REPLACE,"Stone: Cave, Rock, Stalagmite 13 (FKY)*",****,zlc_fky_i53,****,****,****,****,20,1,0,****,****,1
9935,REPLACE,"Stone: Cave, Rock, Stalagmite 14 (FKY)*",****,zlc_fky_i54,****,****,****,****,20,1,0,****,****,1
9936,REPLACE,"Stone: Cave, Rock, Stalagmite 15 (FKY)*",****,zlc_fky_i55,****,****,****,****,20,1,0,****,****,1
9937,REPLACE,"Stone: Cave, Rock, Stalagmite 16 (FKY)*",****,zlc_fky_i56,****,****,****,****,20,1,0,****,****,1
9938,REPLACE,"Stone: Cave, Rock, Stalagmite 17 (FKY)*",****,zlc_fky_i57,****,****,****,****,20,1,0,****,****,1
9939,REPLACE,"Stone: Cave, Rock, Stalagmite 18 (FKY)*",****,zlc_fky_i58,****,****,****,****,20,1,0,****,****,1
9940,REPLACE,"Stone: Cave, Rock, Stalagmite 19 (FKY)*",****,zlc_fky_i59,****,****,****,****,20,1,0,****,****,1
9941,REPLACE,"Stone: Cave, Rock, Stalagmite 20 (FKY)*",****,zlc_fky_i60,****,****,****,****,20,1,0,****,****,1
9942,REPLACE,"Stone: Cave, Rock, Stalagmite 21 (FKY)*",****,zlc_fky_i61,****,****,****,****,20,1,0,****,****,1
9943,REPLACE,"Stone: Cave, Rock, Stalagmite 22 (FKY)*",****,zlc_fky_i62,****,****,****,****,20,1,0,****,****,1
9944,REPLACE,"Rock: Cave 01 (FKY)*",****,zlc_fky_i63,****,****,****,****,26,1,0,****,****,1
9945,REPLACE,"Rock: Cave 02 (FKY)*",****,zlc_fky_i64,****,****,****,****,26,1,0,****,****,1
9946,REPLACE,"Rock: Cave 03 (FKY)*",****,zlc_fky_i65,****,****,****,****,26,1,0,****,****,1
9947,REPLACE,"Rock: Cave 04 (FKY)*",****,zlc_fky_i66,****,****,****,****,26,1,0,****,****,1
9948,REPLACE,"Rock: Cave 05 (FKY)*",****,zlc_fky_i67,****,****,****,****,26,1,0,****,****,1
9949,REPLACE,"Rock: Cave 06 (FKY)*",****,zlc_fky_i68,****,****,****,****,26,1,0,****,****,1
9950,REPLACE,"Rock: Cave 07 (FKY)*",****,zlc_fky_i69,****,****,****,****,26,1,0,****,****,1
9951,REPLACE,"Rock: Cave 08 (FKY)*",****,zlc_fky_i70,****,****,****,****,26,1,0,****,****,1
9952,REPLACE,"Rock: Cave 09 (FKY)*",****,zlc_fky_i71,****,****,****,****,26,1,0,****,****,1
9953,REPLACE,"Rope: Vertical 2 (FKY)*",****,zlc_fky_i72,****,****,****,****,18,1,0,****,****,1
9954,REPLACE,"Spike 41 (FKY)*",****,zlc_fky_i73,****,****,****,****,1,1,0,****,****,1
9955,REPLACE,"Spike 42 (FKY)*",****,zlc_fky_i74,****,****,****,****,1,1,0,****,****,1
9956,REPLACE,"Spike 43 (FKY)*",****,zlc_fky_i75,****,****,****,****,1,1,0,****,****,1
9957,REPLACE,"Spike 44 (FKY)*",****,zlc_fky_i76,****,****,****,****,1,1,0,****,****,1
9958,REPLACE,"Splotch: Cave Stone 1 (FKY)*",****,zlc_fky_i77,****,****,****,****,****,1,0,****,****,1
9959,REPLACE,"Splotch: Cave Stone 2 (FKY)*",****,zlc_fky_i78,****,****,****,****,****,1,0,****,****,1
9960,REPLACE,"Structure: Archway 7 (FKY)*",****,zlc_fky_i79,****,****,****,****,20,1,0,****,****,1
9961,REPLACE,"Bed 17 (FKY)*",****,zlc_fky_i80,****,****,****,****,18,1,0,****,****,1
9962,REPLACE,"Bed 18 (FKY)*",****,zlc_fky_i81,****,****,****,****,18,1,0,****,****,1
9963,REPLACE,"Light: Brazier 6 (FKY)*",****,zlc_fky_i82,****,****,****,****,20,1,0,****,****,1
9964,REPLACE,"Stone: Block, Horizontal (FKY)*",****,zlc_fky_i83,****,****,****,****,26,1,0,****,****,1
9965,REPLACE,"Stone: Block, Vertical (FKY)*",****,zlc_fky_i84,****,****,****,****,26,1,0,****,****,1
9966,REPLACE,"Stone: Block, Diagonal (FKY)*",****,zlc_fky_i85,****,****,****,****,26,1,0,****,****,1
9967,REPLACE,"Stone: Blocks, Rubble (FKY)*",****,zlc_fky_i86,****,****,****,****,26,1,0,****,****,1
9968,REPLACE,"Floor: Adobe 1 1x1 (FKY)*",****,zlc_fky_i87,****,****,****,****,****,****,****,****,****,1
9969,REPLACE,"Floor: Adobe 2 1x1 (FKY)*",****,zlc_fky_i88,****,****,****,****,****,****,****,****,****,1
9970,REPLACE,"Floor: Tent 1x1 (FKY)*",****,zlc_fky_i89,****,****,****,****,****,****,****,****,****,1
9971,REPLACE,"Grave: Headstone, Broken 01 (FKY)*",****,zlc_fky_i90,****,****,****,****,26,1,0,****,****,1
9972,REPLACE,"Grave: Headstone, Broken 02 (FKY)*",****,zlc_fky_i91,****,****,****,****,26,1,0,****,****,1
9973,REPLACE,"Grave: Headstone, Broken 03 (FKY)*",****,zlc_fky_i92,****,****,****,****,26,1,0,****,****,1
9974,REPLACE,"Grave: Headstone, Broken 04 (FKY)*",****,zlc_fky_i93,****,****,****,****,26,1,0,****,****,1
9975,REPLACE,"Grave: Headstone, Broken 05 (FKY)*",****,zlc_fky_i94,****,****,****,****,26,1,0,****,****,1
9976,REPLACE,"Grave: Headstone, Broken 06 (FKY)*",****,zlc_fky_i95,****,****,****,****,26,1,0,****,****,1
9977,REPLACE,"Grave: Headstone, Broken 07 (FKY)*",****,zlc_fky_i96,****,****,****,****,26,1,0,****,****,1
9978,REPLACE,"Grave: Headstone, Broken 08 (FKY)*",****,zlc_fky_i97,****,****,****,****,26,1,0,****,****,1
9979,REPLACE,"Grave: Marker 21 (FKY)*",****,zlc_fky_i98,****,****,****,****,26,1,0,****,****,1
9980,REPLACE,"Grave: Marker 22 (FKY)*",****,zlc_fky_i99,****,****,****,****,26,1,0,****,****,1
9981,REPLACE,"Grave: Marker 23 (FKY)*",****,zlc_fky_j01,****,****,****,****,26,1,0,****,****,1
9982,REPLACE,"Grave: Marker 24 (FKY)*",****,zlc_fky_j02,****,****,****,****,26,1,0,****,****,1
9983,REPLACE,"Grave: Headstone 17 (FKY)*",****,zlc_fky_j03,****,****,****,****,26,1,0,****,****,1
9984,REPLACE,"Grave: Headstone 18 (FKY)*",****,zlc_fky_j04,****,****,****,****,26,1,0,****,****,1
9985,REPLACE,"Grave: Headstone 19 (FKY)*",****,zlc_fky_j05,****,****,****,****,26,1,0,****,****,1
9986,REPLACE,"Grave: Headstone 20 (FKY)*",****,zlc_fky_j06,****,****,****,****,26,1,0,****,****,1
9987,REPLACE,"Grave: Headstone 21 (FKY)*",****,zlc_fky_j07,****,****,****,****,26,1,0,****,****,1
9988,REPLACE,"Grave: Headstone 22 (FKY)*",****,zlc_fky_j08,****,****,****,****,26,1,0,****,****,1
9989,REPLACE,"Grave: Headstone 23 (FKY)*",****,zlc_fky_j09,****,****,****,****,26,1,0,****,****,1
9990,REPLACE,"Grave: Headstone 24 (FKY)*",****,zlc_fky_j10,****,****,****,****,26,1,0,****,****,1
9991,REPLACE,"Grave: Headstone 25 (FKY)*",****,zlc_fky_j11,****,****,****,****,26,1,0,****,****,1
9992,REPLACE,"Grave: Headstone 26 (FKY)*",****,zlc_fky_j12,****,****,****,****,26,1,0,****,****,1
9993,REPLACE,"Post: Hitching Rail (FKY)*",****,zlc_fky_j13,****,****,****,****,19,1,0,****,****,1
9994,REPLACE,"Ladder: Leaning 2 (FKY)*",****,zlc_fky_j14,****,****,****,****,18,1,0,****,****,1
9995,REPLACE,"Ladder: Side (FKY)*",****,zlc_fky_j15,****,****,****,****,18,1,0,****,****,1
9996,REPLACE,"Wood: Plank 02 (FKY)*",****,zlc_fky_j16,****,****,****,****,18,1,0,****,****,1
9997,REPLACE,"Wood: Plank 03 (FKY)*",****,zlc_fky_j17,****,****,****,****,18,1,0,****,****,1
9998,REPLACE,"Wood: Plank 04 (FKY)*",****,zlc_fky_j18,****,****,****,****,18,1,0,****,****,1
9999,REPLACE,"Wood: Plank 05 (FKY)*",****,zlc_fky_j19,****,****,****,****,18,1,0,****,****,1
10000,REPLACE,"Pillow 09 (FKY)*",****,zlc_fky_j20,****,****,****,****,33,1,0,****,****,1
10001,REPLACE,"Pillar 44 (FKY)*",****,zlc_fky_j21,****,****,****,****,20,1,0,****,****,1
10002,REPLACE,"Pillar 45 (FKY)*",****,zlc_fky_j22,****,****,****,****,20,1,0,****,****,1
10003,REPLACE,"Pillar 46 (FKY)*",****,zlc_fky_j23,****,****,****,****,20,1,0,****,****,1
10004,REPLACE,"Pillar 47 (FKY)*",****,zlc_fky_j24,****,****,****,****,20,1,0,****,****,1
10005,REPLACE,"Pillar 48 (FKY)*",****,zlc_fky_j25,****,****,****,****,20,1,0,****,****,1
10006,REPLACE,"Pillar 49 (FKY)*",****,zlc_fky_j26,****,****,****,****,20,1,0,****,****,1
10007,REPLACE,"Pillar 50 (FKY)*",****,zlc_fky_j27,****,****,****,****,20,1,0,****,****,1
10008,REPLACE,"Pillar 51 (FKY)*",****,zlc_fky_j28,****,****,****,****,20,1,0,****,****,1
10009,REPLACE,"Pillar 52 (FKY)*",****,zlc_fky_j29,****,****,****,****,20,1,0,****,****,1
10010,REPLACE,"Rock: Rural 01 (FKY)*",****,zlc_fky_j30,****,****,****,****,26,1,0,****,****,1
10011,REPLACE,"Rock: Rural 02 (FKY)*",****,zlc_fky_j31,****,****,****,****,26,1,0,****,****,1
10012,REPLACE,"Rock: Rural 03 (FKY)*",****,zlc_fky_j32,****,****,****,****,26,1,0,****,****,1
10013,REPLACE,"Rock: Rural 04 (FKY)*",****,zlc_fky_j33,****,****,****,****,26,1,0,****,****,1
10014,REPLACE,"Rock: Rural 05 (FKY)*",****,zlc_fky_j34,****,****,****,****,26,1,0,****,****,1
10015,REPLACE,"Rock: Rural 06 (FKY)*",****,zlc_fky_j35,****,****,****,****,26,1,0,****,****,1
10016,REPLACE,"Rock: Rural 07 (FKY)*",****,zlc_fky_j36,****,****,****,****,26,1,0,****,****,1
10017,REPLACE,"Rock: Rural 08 (FKY)*",****,zlc_fky_j37,****,****,****,****,26,1,0,****,****,1
10018,REPLACE,"Rock: Rural 09 (FKY)*",****,zlc_fky_j38,****,****,****,****,26,1,0,****,****,1
10019,REPLACE,"Rock: Rural 10 (FKY)*",****,zlc_fky_j39,****,****,****,****,26,1,0,****,****,1
10020,REPLACE,"Rock: Rural 11 (FKY)*",****,zlc_fky_j40,****,****,****,****,26,1,0,****,****,1
10021,REPLACE,"Rock: Rural 12 (FKY)*",****,zlc_fky_j41,****,****,****,****,26,1,0,****,****,1
10022,REPLACE,"Rock: Rural 13 (FKY)*",****,zlc_fky_j42,****,****,****,****,26,1,0,****,****,1
10023,REPLACE,"Rubble 13 (FKY)*",****,zlc_fky_j43,****,****,****,****,26,1,0,****,****,1
10024,REPLACE,"Rubble 14 (FKY)*",****,zlc_fky_j44,****,****,****,****,26,1,0,****,****,1
10025,REPLACE,"Rubble 15 (FKY)*",****,zlc_fky_j45,****,****,****,****,26,1,0,****,****,1
10026,REPLACE,"WallDesign: Runes 11 (FKY)*",****,zlc_fky_j46,****,****,****,****,****,1,0,****,****,1
10027,REPLACE,"WallObj: Sconce 4 (FKY)*",****,zlc_fky_j47,****,****,****,****,21,1,0,****,****,1
10028,REPLACE,"WallObj: Sconce 5 (FKY)*",****,zlc_fky_j48,****,****,****,****,21,1,0,****,****,1
10029,REPLACE,"Shrine: Rural 1 (FKY)*",****,zlc_fky_j49,****,****,****,****,26,1,0,****,****,1
10030,REPLACE,"Shrine: Rural 2 (FKY)*",****,zlc_fky_j50,****,****,****,****,26,1,0,****,****,1
10031,REPLACE,"Shrine: Rural 3 (FKY)*",****,zlc_fky_j51,****,****,****,****,26,1,0,****,****,1
10032,REPLACE,"Spike 45 (FKY)*",****,zlc_fky_j52,****,****,****,****,1,1,0,****,****,1
10033,REPLACE,"Spike 46 (FKY)*",****,zlc_fky_j53,****,****,****,****,1,1,0,****,****,1
10034,REPLACE,"Spike 47 (FKY)*",****,zlc_fky_j54,****,****,****,****,1,1,0,****,****,1
10035,REPLACE,"Spike 48 (FKY)*",****,zlc_fky_j55,****,****,****,****,1,1,0,****,****,1
10036,REPLACE,"Spike 49 (FKY)*",****,zlc_fky_j56,****,****,****,****,1,1,0,****,****,1
10037,REPLACE,"Spike 50 (FKY)*",****,zlc_fky_j57,****,****,****,****,1,1,0,****,****,1
10038,REPLACE,"Spike 51 (FKY)*",****,zlc_fky_j58,****,****,****,****,1,1,0,****,****,1
10039,REPLACE,"Spike 52 (FKY)*",****,zlc_fky_j59,****,****,****,****,8,1,0,****,****,1
10040,REPLACE,"Spike 53 (FKY)*",****,zlc_fky_j60,****,****,****,****,8,1,0,****,****,1
10041,REPLACE,"Spike 54 (FKY)*",****,zlc_fky_j61,****,****,****,****,8,1,0,****,****,1
10042,REPLACE,"TreeDead 08 (FKY)*",****,zlc_fky_j62,****,****,****,****,18,1,0,****,****,1
10043,REPLACE,"TreeDead 09 (FKY)*",****,zlc_fky_j63,****,****,****,****,18,1,0,****,****,1
10044,REPLACE,"TreeDead 10 (FKY)*",****,zlc_fky_j64,****,****,****,****,18,1,0,****,****,1
10045,REPLACE,"TreeDead 11 (FKY)*",****,zlc_fky_j65,****,****,****,****,18,1,0,****,****,1
10046,REPLACE,"Bone: Tusk 1 (FKY)*",****,zlc_fky_j66,****,****,****,****,33,1,0,****,****,1
10047,REPLACE,"Bone: Tusk 2 (FKY)*",****,zlc_fky_j67,****,****,****,****,33,1,0,****,****,1
10048,REPLACE,"Urn 4 (FKY)*",****,zlc_fky_j68,****,****,****,****,20,1,0,****,****,1
10049,REPLACE,"Urn 4, Pedestal (FKY)*",****,zlc_fky_j69,****,****,****,****,20,1,0,****,****,1
10050,REPLACE,"Vase 11 (FKY)*",****,zlc_fky_j70,****,****,****,****,18,1,0,****,****,1
10051,REPLACE,"Vase 12 (FKY)*",****,zlc_fky_j71,****,****,****,****,18,1,0,****,****,1
10052,REPLACE,"Wood: Broken 01 (FKY)*",****,zlc_fky_j72,****,****,****,****,18,1,0,****,****,1
10053,REPLACE,"Wood: Broken 02 (FKY)*",****,zlc_fky_j73,****,****,****,****,18,1,0,****,****,1
10054,REPLACE,"Mech: Chain, Moving, Horizontal (FKY)*",****,zlc_fky_j74,****,****,****,****,28,****,0,****,****,2
10055,REPLACE,"Mech: Chain, Moving, Vertical (FKY)*",****,zlc_fky_j75,****,****,****,****,28,****,0,****,****,2
10056,REPLACE,"Mech: Fan, Small (FKY)*",****,zlc_fky_j76,****,****,****,****,28,****,0,****,****,2
10057,REPLACE,"Mech: Fan, Medium (FKY)*",****,zlc_fky_j77,****,****,****,****,28,****,0,****,****,2
10058,REPLACE,"Mech: Fan, Large (FKY)*",****,zlc_fky_j78,****,****,****,****,28,****,0,****,****,2
10059,REPLACE,"Mech: Gear 1 and Shaft (FKY)*",****,zlc_fky_j79,****,****,****,****,28,****,0,****,****,0
10060,REPLACE,"Mech: Gear 1, Left, Small (FKY)*",****,zlc_fky_j80,****,****,****,****,28,****,0,****,****,0
10061,REPLACE,"Mech: Gear 1, Left, Medium (FKY)*",****,zlc_fky_j81,****,****,****,****,28,****,0,****,****,0
10062,REPLACE,"Mech: Gear 1, Left, Large (FKY)*",****,zlc_fky_j82,****,****,****,****,28,****,0,****,****,0
10063,REPLACE,"Mech: Gear 1, Left, Huge (FKY)*",****,zlc_fky_j83,****,****,****,****,28,****,0,****,****,0
10064,REPLACE,"Mech: Gear 1, Left, Gargantuan (FKY)*",****,zlc_fky_j84,****,****,****,****,28,****,0,****,****,0
10065,REPLACE,"Mech: Gear 1, Right, Small (FKY)*",****,zlc_fky_j85,****,****,****,****,28,****,0,****,****,0
10066,REPLACE,"Mech: Gear 1, Right, Medium (FKY)*",****,zlc_fky_j86,****,****,****,****,28,****,0,****,****,0
10067,REPLACE,"Mech: Gear 1, Right, Large (FKY)*",****,zlc_fky_j87,****,****,****,****,28,****,0,****,****,0
10068,REPLACE,"Mech: Gear 1, Right, Huge (FKY)*",****,zlc_fky_j88,****,****,****,****,28,****,0,****,****,0
10069,REPLACE,"Mech: Gear 1, Right, Gargantuan (FKY)*",****,zlc_fky_j89,****,****,****,****,28,****,0,****,****,0
10070,REPLACE,"Mech: Gear 1, Vertical, Small (FKY)*",****,zlc_fky_j90,****,****,****,****,28,****,0,****,****,0
10071,REPLACE,"Mech: Gear 1, Vertical, Medium (FKY)*",****,zlc_fky_j91,****,****,****,****,28,****,0,****,****,0
10072,REPLACE,"Mech: Gear 1, Vertical, Large (FKY)*",****,zlc_fky_j92,****,****,****,****,28,****,0,****,****,0
10073,REPLACE,"Mech: Gear 1, Vertical, Huge (FKY)*",****,zlc_fky_j93,****,****,****,****,28,****,0,****,****,0
10074,REPLACE,"Mech: Gear 1, Vertical, Gargantuan (FKY)*",****,zlc_fky_j94,****,****,****,****,28,****,0,****,****,0
10075,REPLACE,"Mech: Gear 1, Left, Tiny (FKY)*",****,zlc_fky_j95,****,****,****,****,28,****,0,****,****,0
10076,REPLACE,"Mech: Gear 1, Right, Tiny (FKY)*",****,zlc_fky_j96,****,****,****,****,28,****,0,****,****,0
10077,REPLACE,"Mech: Gear 1, Vertical, Tiny (FKY)*",****,zlc_fky_j97,****,****,****,****,28,****,0,****,****,0
10078,REPLACE,"Ship Anchor 2 (FKY)*",****,zlc_fky_j98,****,****,****,****,28,1,0,****,****,1
10079,REPLACE,"Ship Anchor 3 (FKY)*",****,zlc_fky_j99,****,****,****,****,28,1,0,****,****,1
10080,REPLACE,"Splotch: Blast 1 (FKY)*",****,zlc_fky_k01,****,****,****,****,****,1,0,****,****,1
10081,REPLACE,"Splotch: Blast 2 (FKY)*",****,zlc_fky_k02,****,****,****,****,****,1,0,****,****,1
10082,REPLACE,"Splotch: Blast 3 (FKY)*",****,zlc_fky_k03,****,****,****,****,****,1,0,****,****,1
10083,REPLACE,"Splotch: Blast 4 (FKY)*",****,zlc_fky_k04,****,****,****,****,****,1,0,****,****,1
